"feature","MeanDecreaseAccuracy"
"account_status",26.5458889658943
"loan_duration_mths",12.046296183608
"credit_history",11.056980837298
"property",7.74906845369792
"credit_amount",6.55095297328392
"savings",6.25223151648358
"age_yrs",6.01264421258641
"other_debtors_Guarantor",4.47293974637564
"other_debtors_Co-applicant",4.32833894755035
"loan_purpose_Car (used)",3.16730384254826
